Pos,Strand,Locus_tag,Product,UTRlength,GeneLength,Primary,Secondary,Internal,Antisense,Putative sRNA,Putative asRNA
1738146,-,b1660,putative arabinose efflux transporter,,1212.0,0,0,0,1,0,1
1738672,+,b1660,putative arabinose efflux transporter,,1212.0,0,0,1,0,0,0
1739206,+,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,231.0,1149.0,0,1,0,0,0,0
1739225,+,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,212.0,1149.0,1,0,0,0,0,0
1739404,+,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,33.0,1149.0,0,1,0,0,0,0
1739457,-,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,,1149.0,0,0,0,1,0,1
1739994,+,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,,1149.0,0,0,1,0,0,0
1740078,-,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,,1149.0,0,0,0,1,0,1
1740174,-,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,,1149.0,0,0,0,1,0,1
1740378,-,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,,1149.0,0,0,0,1,0,1
1740613,-,b1661,cyclopropane fatty acyl phospholipid synthase %28unsaturated-phospholipid methyltransferase%29,,1149.0,0,0,0,1,0,1
1741400,+,b1663,multidrug efflux system transporter,81.0,1374.0,1,0,0,0,0,0
1741440,-,b1662,riboflavin synthase%2C alpha subunit,174.0,642.0,0,1,0,0,0,1
1741480,-,b1662,riboflavin synthase%2C alpha subunit,214.0,642.0,1,0,0,0,0,1
1741823,+,b1663,multidrug efflux system transporter,,1374.0,0,0,1,0,0,0
1742662,+,b1663,multidrug efflux system transporter,,1374.0,0,0,1,0,0,0
1742704,+,b1663,multidrug efflux system transporter,,1374.0,0,0,1,0,0,0
1742954,-,b1664,hypothetical protein,,1257.0,0,0,1,0,0,1
1744016,-,b1664,hypothetical protein,,1257.0,0,0,1,0,0,0
1744186,-,b1664,hypothetical protein,35.0,1257.0,0,1,0,0,0,0
1744188,-,b1664,hypothetical protein,37.0,1257.0,1,0,0,0,0,0
1744441,+,b1665,tRNA-Val,18.0,77.0,1,0,0,0,0,0
1744540,+,b1666,tRNA-Val,0.0,77.0,1,0,0,0,0,0
1745107,-,b1667,putative monooxygenase,,306.0,0,0,0,1,0,1
1745115,+,b1668,conserved protein with FAD%2FNAD%28P%29-binding domain,40.0,1605.0,1,0,0,0,0,0
1745751,+,b1668,conserved protein with FAD%2FNAD%28P%29-binding domain,,1605.0,0,0,1,0,0,0
1745883,-,b1668,conserved protein with FAD%2FNAD%28P%29-binding domain,,1605.0,0,0,0,1,0,1
1746009,-,b1668,conserved protein with FAD%2FNAD%28P%29-binding domain,,1605.0,0,0,0,1,0,1
1746233,-,b1668,conserved protein with FAD%2FNAD%28P%29-binding domain,,1605.0,0,0,0,1,0,1
1747547,-,b1669,hypothetical protein,,813.0,0,0,1,0,0,0
1748115,-,b1670,putative cytochrome,,786.0,0,0,1,0,0,0
1748627,+,b1671,putative 4Fe-4S ferridoxin-type protein,,669.0,0,0,0,1,0,1
1748795,+,b1671,putative 4Fe-4S ferridoxin-type protein,,669.0,0,0,0,1,0,1
1748856,-,b1671,putative 4Fe-4S ferridoxin-type protein,,669.0,0,0,1,0,0,0
1749438,-,b1672,hypothetical protein,,648.0,0,0,1,0,0,0
1749732,-,b1672,hypothetical protein,,648.0,0,0,1,0,0,0
1749777,+,b1672,hypothetical protein,,648.0,0,0,0,1,0,1
1749983,+,b1673,putative oxidoreductase,,2103.0,0,0,0,1,0,1
1751026,+,b1673,putative oxidoreductase,,2103.0,0,0,0,1,0,1
1751818,-,b1673,putative oxidoreductase,,2103.0,0,0,1,0,0,0
1752667,-,b1674,putative 4Fe-4S ferridoxin-type protein,166.0,627.0,1,0,0,0,0,0
1753189,-,b1675,hypothetical protein,24.0,210.0,1,0,0,0,0,0
1753255,-,b1675,hypothetical protein,90.0,210.0,0,1,0,0,0,0
1753260,-,b1675,hypothetical protein,95.0,210.0,0,1,0,0,0,0
1753408,-,b1675,hypothetical protein,243.0,210.0,0,1,0,0,0,0
1753493,+,b1676,pyruvate kinase I,229.0,1413.0,1,0,0,0,0,0
1753624,+,b1676,pyruvate kinase I,98.0,1413.0,0,1,0,0,0,0
1753920,+,b1676,pyruvate kinase I,,1413.0,0,0,1,0,0,0
1754310,-,b1676,pyruvate kinase I,,1413.0,0,0,0,1,0,1
1754483,-,b1676,pyruvate kinase I,,1413.0,0,0,0,1,0,1
1755249,+,b1677,murein lipoprotein,196.0,237.0,0,1,0,0,0,0
1755407,+,b1677,murein lipoprotein,38.0,237.0,1,0,0,0,0,0
1755419,-,b1677,murein lipoprotein,,237.0,0,0,0,1,0,1
1755659,-,b1677,murein lipoprotein,,237.0,0,0,0,1,0,1
1756434,+,b1678,murein L%2CD-transpeptidase,,1005.0,0,0,0,1,0,1
1756888,-,b1678,murein L%2CD-transpeptidase,139.0,1005.0,1,0,0,0,0,0
1757188,+,b1679,sulfur acceptor protein,,417.0,0,0,0,1,0,1
1757326,+,b1679,sulfur acceptor protein,,417.0,0,0,0,1,0,1
1757623,+,b1680,cysteine desulfurase%2C stimulated by SufE%3B selenocysteine lyase%2C PLP-dependent,,1221.0,0,0,0,1,0,1
1758365,-,b1680,cysteine desulfurase%2C stimulated by SufE%3B selenocysteine lyase%2C PLP-dependent,,1221.0,0,0,1,0,0,0
1759234,+,b1681,component of SufBCD Fe-S cluster assembly scaffold,,1272.0,0,0,0,1,0,1
1759673,+,b1681,component of SufBCD Fe-S cluster assembly scaffold,,1272.0,0,0,0,1,0,1
1760764,+,b1683,component of SufBCD Fe-S cluster assembly scaffold,,1488.0,0,0,0,1,0,1
1762527,-,b1684,Fe-S cluster assembly protein,117.0,369.0,1,0,0,0,0,0
1762792,-,b4430,novel sRNA%2C function unknown,,68.0,0,0,1,0,0,0
1762965,+,b1685,hypothetical protein,,189.0,0,0,0,1,0,1
1763077,+,b1685,hypothetical protein,,189.0,0,0,0,1,0,1
1763170,-,b1685,hypothetical protein,24.0,189.0,1,0,0,0,0,0
1763868,-,b1686,acyl-CoA esterase,212.0,411.0,1,0,0,0,0,0
1763957,-,b1687,putative FAD-linked oxidoreductase,,3057.0,0,0,1,0,0,0
1764988,+,b1687,putative FAD-linked oxidoreductase,,3057.0,0,0,0,1,0,1
1766080,+,b1687,putative FAD-linked oxidoreductase,,3057.0,0,0,0,1,0,1
1766422,+,b1687,putative FAD-linked oxidoreductase,,3057.0,0,0,0,1,0,1
1766618,+,b1687,putative FAD-linked oxidoreductase,,3057.0,0,0,0,1,0,1
1766938,-,b1687,putative FAD-linked oxidoreductase,229.0,3057.0,1,0,0,0,0,0
1767001,+,b1688,inner membrane protein%2C UPF0118 family,97.0,1113.0,0,1,0,0,0,0
1767036,+,b1688,inner membrane protein%2C UPF0118 family,62.0,1113.0,1,0,0,0,0,0
1767949,+,b1688,inner membrane protein%2C UPF0118 family,,1113.0,0,0,1,0,0,0
1768396,+,b4431,sRNA antisense activator for RpoS translation%2C Hfq-dependent,0.0,106.0,1,0,0,0,0,0
1768611,+,b1689,hypothetical protein,28.0,357.0,1,0,0,0,0,0
1769218,+,b1690,inner membrane protein%2C predicted transporter,,1215.0,0,0,1,0,0,0
1769373,-,b1690,inner membrane protein%2C predicted transporter,,1215.0,0,0,0,1,0,1
1770474,+,b1691,inner membrane protein%2C predicted MFS superfamily transporter,62.0,1266.0,1,0,0,0,0,0
1772466,-,b1692,quinate%2Fshikimate 5-dehydrogenase%2C NAD%28P%29-binding,,867.0,0,0,0,1,0,1
1772595,+,b1693,3-dehydroquinate dehydratase,115.0,759.0,1,0,0,0,0,0
1772769,+,b1693,3-dehydroquinate dehydratase,,759.0,0,0,1,0,0,0
1774025,+,b1694,fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit%2Fbeta subunit,,1596.0,0,0,1,0,0,0
1775495,-,b1695,putative acyl-CoA dehydrogenase,,1152.0,0,0,0,1,0,1
1775842,-,b1695,putative acyl-CoA dehydrogenase,,1152.0,0,0,0,1,0,1
1776332,+,b1695,putative acyl-CoA dehydrogenase,,1152.0,0,0,1,0,0,1
1776475,-,b1696,putative DNA-binding transcriptional regulator,,912.0,0,0,1,0,0,0
1776522,-,b1696,putative DNA-binding transcriptional regulator,,912.0,0,0,1,0,0,0
1777463,-,b1696,putative DNA-binding transcriptional regulator,138.0,912.0,1,0,0,0,0,0
1777640,-,b1697,putative electron transfer flavoprotein subunit,,765.0,0,0,0,1,0,1
1777693,-,b1697,putative electron transfer flavoprotein subunit,,765.0,0,0,0,1,0,1
1779065,+,b1698,putative electron transfer flavoprotein%2C FAD-binding subunit,,939.0,0,0,1,0,0,0
1779293,+,b1699,putative oxidoreductase with FAD%2FNAD%28P%29-binding domain,126.0,1290.0,1,0,0,0,0,0
1779688,+,b1699,putative oxidoreductase with FAD%2FNAD%28P%29-binding domain,,1290.0,0,0,1,0,0,0
1781212,+,b1701,short chain acyl-CoA synthetase%2C anaerobic,,1647.0,0,0,1,0,0,0
1781260,-,b1701,short chain acyl-CoA synthetase%2C anaerobic,,1647.0,0,0,0,1,0,1
1781744,-,b1701,short chain acyl-CoA synthetase%2C anaerobic,,1647.0,0,0,0,1,0,1
1781913,-,b1701,short chain acyl-CoA synthetase%2C anaerobic,,1647.0,0,0,0,1,0,1
1782400,-,b1701,short chain acyl-CoA synthetase%2C anaerobic,,1647.0,0,0,0,1,0,1
1782577,+,b1701,short chain acyl-CoA synthetase%2C anaerobic,,1647.0,0,0,1,0,0,0
1782745,-,b1701,short chain acyl-CoA synthetase%2C anaerobic,,1647.0,0,0,0,1,0,1
1783558,+,b1702,phosphoenolpyruvate synthase,,2379.0,0,0,0,1,0,1
1784074,+,b1702,phosphoenolpyruvate synthase,,2379.0,0,0,0,1,0,1
1784140,-,b1702,phosphoenolpyruvate synthase,,2379.0,0,0,1,0,0,0
1784287,-,b1702,phosphoenolpyruvate synthase,,2379.0,0,0,1,0,0,0
1784501,-,b1702,phosphoenolpyruvate synthase,,2379.0,0,0,1,0,0,0
1785165,+,b1702,phosphoenolpyruvate synthase,,2379.0,0,0,0,1,0,1
1785185,-,b1702,phosphoenolpyruvate synthase,49.0,2379.0,1,0,0,0,0,0
1785435,-,b1702,phosphoenolpyruvate synthase,299.0,2379.0,0,1,0,0,0,1
1785444,+,b1703,bifunctional regulatory protein: PEP synthase kinase and PEP synthase pyrophosphorylase,25.0,834.0,1,0,0,0,0,0
1785702,-,b1703,bifunctional regulatory protein: PEP synthase kinase and PEP synthase pyrophosphorylase,,834.0,0,0,0,1,0,1
1786345,+,b1704,3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tryptophan repressible,114.0,1047.0,0,1,0,0,0,0
1786408,+,b1704,3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tryptophan repressible,51.0,1047.0,1,0,0,0,0,0
1787139,-,b1704,3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tryptophan repressible,,1047.0,0,0,0,1,0,1
1787179,-,b1704,3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tryptophan repressible,,1047.0,0,0,0,1,0,1
1787188,+,b1704,3-deoxy-D-arabino-heptulosonate-7-phosphate synthase%2C tryptophan repressible,,1047.0,0,0,1,0,0,0
1787609,+,b1705,hemin uptake protein HemP homolog,28.0,192.0,1,0,0,0,0,0
1789160,-,b1706,conserved protein%2C UPF0061 family,,1437.0,0,0,1,0,0,0
1789178,+,b1706,conserved protein%2C UPF0061 family,,1437.0,0,0,0,1,0,1
1789278,-,b1706,conserved protein%2C UPF0061 family,10.0,1437.0,1,0,0,0,0,0
1790180,-,b1707,anti-FlhD4C2 factor%2C inactive EAL family phosphodiesterase,136.0,714.0,1,0,0,0,0,0
1790299,+,b1708,putative peptidase%2C C40 clan%2C lipoprotein,,465.0,0,0,0,1,0,1
1790784,-,b1708,putative peptidase%2C C40 clan%2C lipoprotein,29.0,465.0,1,0,0,0,0,0
1791613,+,b1709,vitamin B12 transporter subunit : ATP-binding component of ABC superfamily,,750.0,0,0,0,1,0,1
1791687,-,b1709,vitamin B12 transporter subunit : ATP-binding component of ABC superfamily,105.0,750.0,1,0,0,0,0,0
1792167,-,b1710,glutathione peroxidase,34.0,552.0,1,0,0,0,0,0
1792705,-,b1711,vitamin B12 transporter subunit: membrane component of ABC superfamily,,981.0,0,0,1,0,0,0
1792773,-,b1711,vitamin B12 transporter subunit: membrane component of ABC superfamily,,981.0,0,0,1,0,0,0
1792799,+,b1711,vitamin B12 transporter subunit: membrane component of ABC superfamily,,981.0,0,0,0,1,0,1
1793192,+,b1711,vitamin B12 transporter subunit: membrane component of ABC superfamily,,981.0,0,0,0,1,0,1
1793201,-,b1711,vitamin B12 transporter subunit: membrane component of ABC superfamily,25.0,981.0,1,0,0,0,0,0
1793542,-,b1712,integration host factor %28IHF%29%2C DNA-binding protein%2C alpha subunit,,300.0,0,0,1,0,0,0
1793744,-,b1712,integration host factor %28IHF%29%2C DNA-binding protein%2C alpha subunit,168.0,300.0,1,0,0,0,0,0
1793943,-,b1713,phenylalanine tRNA synthetase%2C beta subunit,,2388.0,0,0,1,0,0,0
1794099,-,b1713,phenylalanine tRNA synthetase%2C beta subunit,,2388.0,0,0,1,0,0,0
1794114,-,b1713,phenylalanine tRNA synthetase%2C beta subunit,,2388.0,0,0,1,0,0,0
1797289,+,b1715,phenylalanyl-tRNA synthetase operon leader peptide,,45.0,0,0,0,1,0,1
1797326,-,b1715,phenylalanyl-tRNA synthetase operon leader peptide,32.0,45.0,1,0,0,0,0,0
1798452,-,b1718,protein chain initiation factor IF-3,,543.0,0,0,1,0,0,0
1798817,+,b1719,threonyl-tRNA synthetase,,1929.0,0,0,0,1,0,1
1798843,-,b1718,protein chain initiation factor IF-3,181.0,543.0,1,0,0,0,0,0
1798953,-,b1718,protein chain initiation factor IF-3,291.0,543.0,0,1,0,0,0,0
1798966,+,b1719,threonyl-tRNA synthetase,,1929.0,0,0,0,1,0,1
1799370,-,b1719,threonyl-tRNA synthetase,,1929.0,0,0,1,0,0,0
1799393,+,b1719,threonyl-tRNA synthetase,,1929.0,0,0,0,1,0,1
1799734,-,b1719,threonyl-tRNA synthetase,,1929.0,0,0,1,0,0,0
1799792,-,b1719,threonyl-tRNA synthetase,,1929.0,0,0,1,0,0,0
1800417,-,b1719,threonyl-tRNA synthetase,,1929.0,0,0,1,0,0,0
1800585,-,b1719,threonyl-tRNA synthetase,,1929.0,0,0,1,0,0,0
1800756,-,b1719,threonyl-tRNA synthetase,162.0,1929.0,1,0,0,0,0,0
1802226,-,b4494,pseudo,,1900.0,0,0,0,1,0,1
1803160,+,b4535,hypothetical protein,29.0,108.0,1,0,0,0,0,0
1803269,+,b4535,hypothetical protein,,108.0,0,0,1,0,0,1
1804192,-,b1722,putative outer membrane protein%2C acid-inducible,85.0,759.0,1,0,0,0,0,0
1804376,+,b1723,6-phosphofructokinase II,18.0,930.0,1,0,0,0,0,0
1804676,+,b1723,6-phosphofructokinase II,,930.0,0,0,1,0,0,0
1805399,+,b1724,hypothetical protein,25.0,291.0,1,0,0,0,0,0
1805740,+,b1725,putative phosphotransferase%2Fkinase,80.0,861.0,0,1,0,0,0,0
1805794,+,b1725,putative phosphotransferase%2Fkinase,26.0,861.0,1,0,0,0,0,0
1806214,-,b1725,putative phosphotransferase%2Fkinase,,861.0,0,0,0,1,0,1
1807029,-,b1726,putative inner membrane protein,,537.0,0,0,1,0,0,0
1807088,+,b1726,putative inner membrane protein,,537.0,0,0,0,1,0,1
1807286,-,b1726,putative inner membrane protein,29.0,537.0,1,0,0,0,0,0
1807303,+,b1727,2-deoxyglucose-6-P phosphatase,101.0,669.0,0,1,0,0,0,1
1807348,+,b1727,2-deoxyglucose-6-P phosphatase,56.0,669.0,1,0,0,0,0,1
1807374,-,b1726,putative inner membrane protein,117.0,537.0,0,1,0,0,0,1
1807851,-,b1727,2-deoxyglucose-6-P phosphatase,,669.0,0,0,0,1,0,1
1808005,+,b1728,inner membrane protein regulated by LexA,230.0,591.0,0,1,0,0,0,0
1808211,+,b1728,inner membrane protein regulated by LexA,24.0,591.0,1,0,0,0,0,0
1808906,+,b1729,putative transporter,52.0,1392.0,1,0,0,0,0,0
1808927,-,b1729,putative transporter,,1392.0,0,0,0,1,0,1
1809438,+,b1729,putative transporter,,1392.0,0,0,1,0,0,0
1809698,+,b1729,putative transporter,,1392.0,0,0,1,0,0,0
1809807,+,b1729,putative transporter,,1392.0,0,0,1,0,0,0
1811221,+,b1730,hypothetical protein,,804.0,0,0,0,1,0,1
1811278,-,b1730,hypothetical protein,122.0,804.0,1,0,0,0,0,0
1811726,-,b1731,cell division modulator,39.0,243.0,1,0,0,0,0,0
1811837,+,b1732,catalase HPII%2C heme d-containing,54.0,2262.0,1,0,0,0,0,0
1811864,-,b1731,cell division modulator,177.0,243.0,0,1,0,0,0,1
1815085,-,b1733,chito-oligosaccharide deacetylase,,750.0,0,0,1,0,0,0
1815382,-,b1733,chito-oligosaccharide deacetylase,223.0,750.0,1,0,0,0,0,0
1817581,-,b1735,repressor of chb operon for N%2CN%27-diacetylchitobiose utilization,110.0,843.0,1,0,0,0,0,0
1817817,-,b1736,N%2CN%27-diacetylchitobiose-specific enzyme IIA component of PTS,,351.0,0,0,1,0,0,0
1817983,+,b1737,N%2CN%27-diacetylchitobiose-specific enzyme IIC component of PTS,,1359.0,0,0,0,1,0,1
1818401,-,b1737,N%2CN%27-diacetylchitobiose-specific enzyme IIC component of PTS,,1359.0,0,0,1,0,0,0
1818644,-,b1737,N%2CN%27-diacetylchitobiose-specific enzyme IIC component of PTS,,1359.0,0,0,1,0,0,0
1819750,-,b1738,N%2CN%27-diacetylchitobiose-specific enzyme IIB component of PTS,107.0,321.0,1,0,0,0,0,0
1819772,-,b1738,N%2CN%27-diacetylchitobiose-specific enzyme IIB component of PTS,129.0,321.0,0,1,0,0,0,0
1820184,-,b1739,DNA-binding transcriptional activator,,339.0,0,0,1,0,0,0
1820307,-,b1739,DNA-binding transcriptional activator,27.0,339.0,1,0,0,0,0,0
1820452,+,b1740,NAD synthetase%2C NH3%2Fglutamine-dependent,30.0,828.0,1,0,0,0,0,0
1820597,+,b1740,NAD synthetase%2C NH3%2Fglutamine-dependent,,828.0,0,0,1,0,0,0
1820812,+,b1740,NAD synthetase%2C NH3%2Fglutamine-dependent,,828.0,0,0,1,0,0,0
1821516,+,b1741,endonuclease of nucleotide excision repair,23.0,888.0,1,0,0,0,0,0
1821678,-,b1741,endonuclease of nucleotide excision repair,,888.0,0,0,0,1,0,1
1822433,-,b1742,hypothetical protein,,576.0,0,0,1,0,0,1
1822800,+,b1742,hypothetical protein,,576.0,0,0,0,1,0,1
1823006,-,b1742,hypothetical protein,45.0,576.0,0,1,0,0,0,0
1823031,-,b1742,hypothetical protein,70.0,576.0,0,1,0,0,0,0
1823131,-,b1742,hypothetical protein,170.0,576.0,1,0,0,0,0,0
1823218,-,b1742,hypothetical protein,257.0,576.0,0,1,0,0,0,0
1823864,-,b1743,periplasmic ATP-independent protein refolding chaperone%2C stress-induced,215.0,486.0,1,0,0,0,0,0
1824042,-,b1744,succinylglutamate desuccinylase,,969.0,0,0,1,0,0,0
1824060,+,b1744,succinylglutamate desuccinylase,,969.0,0,0,0,1,0,1
1826591,-,b1746,succinylglutamic semialdehyde dehydrogenase,,1479.0,0,0,1,0,0,0
1828151,+,b1747,arginine succinyltransferase,,1035.0,0,0,0,1,0,1
1830056,+,b1748,succinylornithine transaminase%2C PLP-dependent,,1221.0,0,0,0,1,0,1
1830063,-,b1748,succinylornithine transaminase%2C PLP-dependent,57.0,1221.0,1,0,0,0,0,0
1830259,+,b1749,exonuclease III,193.0,807.0,0,1,0,0,0,0
1830423,+,b1749,exonuclease III,29.0,807.0,1,0,0,0,0,0
1830665,+,b1749,exonuclease III,,807.0,0,0,1,0,0,0
1830921,-,b1749,exonuclease III,,807.0,0,0,0,1,0,1
1831369,+,b1750,inner membrane protein%2C TVP38%2FTMEM64 family,56.0,711.0,1,0,0,0,0,0
1831940,-,b1750,inner membrane protein%2C TVP38%2FTMEM64 family,,711.0,0,0,0,1,0,1
1833335,+,b1753,hypothetical protein,204.0,549.0,1,0,0,0,0,0
1836717,+,b1756,putative transporter subunit: ATP-binding component of ABC superfamily,54.0,654.0,1,0,0,0,0,0
1837463,+,b1757,IscS specificity factor for molybdenum cofactor biosynthesis%3B probable alternate MoaD transpersulfidase%3B weak thiosulfate:cyanide sulfurtransferase%3B rhodanese-like protein,28.0,1308.0,0,1,0,0,0,0
1837484,+,b1757,IscS specificity factor for molybdenum cofactor biosynthesis%3B probable alternate MoaD transpersulfidase%3B weak thiosulfate:cyanide sulfurtransferase%3B rhodanese-like protein,7.0,1308.0,1,0,0,0,0,0
1838466,-,b1757,IscS specificity factor for molybdenum cofactor biosynthesis%3B probable alternate MoaD transpersulfidase%3B weak thiosulfate:cyanide sulfurtransferase%3B rhodanese-like protein,,1308.0,0,0,0,1,0,1
1838483,+,b1757,IscS specificity factor for molybdenum cofactor biosynthesis%3B probable alternate MoaD transpersulfidase%3B weak thiosulfate:cyanide sulfurtransferase%3B rhodanese-like protein,,1308.0,0,0,1,0,0,0
1839116,-,b1758,inner membrane protein%2C phosphatidylglycerophosphate synthase homolog,,621.0,0,0,1,0,0,0
1839324,-,b1758,inner membrane protein%2C phosphatidylglycerophosphate synthase homolog,,621.0,0,0,1,0,0,0
1839433,-,b1758,inner membrane protein%2C phosphatidylglycerophosphate synthase homolog,6.0,621.0,0,1,0,0,0,1
1839466,-,b1758,inner membrane protein%2C phosphatidylglycerophosphate synthase homolog,39.0,621.0,0,1,0,0,0,1
1839469,-,b1758,inner membrane protein%2C phosphatidylglycerophosphate synthase homolog,42.0,621.0,1,0,0,0,0,1
1839485,+,b1759,CTP pyrophosphohydrolase%3B also hydrolyzes 2-hydroxy-dATP%2C 8-hydroxy-dGTP%2C 5-hydroxy-CTP%2C dCTP and 5-methyl-dCTP,29.0,408.0,1,0,0,0,0,1
1840306,-,b1760,conserved protein%2C DUF1496 family,147.0,273.0,1,0,0,0,0,1
1840332,+,b1761,glutamate dehydrogenase%2C NADP-specific,63.0,1344.0,1,0,0,0,0,0
1840346,-,b1760,conserved protein%2C DUF1496 family,187.0,273.0,0,1,0,0,0,1
1841769,+,b1762,inner membrane protein,,1041.0,0,0,0,1,0,1
1841941,-,b1762,inner membrane protein,,1041.0,0,0,1,0,0,0
1842052,+,b1762,inner membrane protein,,1041.0,0,0,0,1,0,1
1842080,-,b1762,inner membrane protein,,1041.0,0,0,1,0,0,0
1842409,-,b1762,inner membrane protein,,1041.0,0,0,1,0,0,0
1842532,+,b1762,inner membrane protein,,1041.0,0,0,0,1,0,1
1842586,-,b1762,inner membrane protein,,1041.0,0,0,1,0,0,0
1842924,-,b1762,inner membrane protein,29.0,1041.0,1,0,0,0,0,0
1844921,-,b1763,DNA topoisomerase III,,1962.0,0,0,1,0,0,0
1846054,-,b1764,selenophosphate synthase,22.0,1044.0,1,0,0,0,0,0
1846727,-,b1765,putative oxidoreductase,27.0,552.0,1,0,0,0,0,0
1846762,+,b1766,protease IV %28signal peptide peptidase%29,99.0,1857.0,0,1,0,0,0,1
1846816,+,b1766,protease IV %28signal peptide peptidase%29,45.0,1857.0,1,0,0,0,0,0
1847170,+,b1766,protease IV %28signal peptide peptidase%29,,1857.0,0,0,1,0,0,0
1847862,-,b1766,protease IV %28signal peptide peptidase%29,,1857.0,0,0,0,1,0,1
1848734,+,b1767,cytoplasmic L-asparaginase I,150.0,1017.0,0,1,0,0,0,0
1848859,+,b1767,cytoplasmic L-asparaginase I,25.0,1017.0,1,0,0,0,0,0
1848942,-,b1767,cytoplasmic L-asparaginase I,,1017.0,0,0,0,1,0,1
1849687,+,b1768,nicotinamidase%2Fpyrazinamidase,224.0,642.0,1,0,0,0,0,0
1850259,+,b1768,nicotinamidase%2Fpyrazinamidase,,642.0,0,0,1,0,0,0
1850427,+,b1768,nicotinamidase%2Fpyrazinamidase,,642.0,0,0,1,0,0,0
1850576,-,b1768,nicotinamidase%2Fpyrazinamidase,,642.0,0,0,0,1,0,1
1850587,-,b1768,nicotinamidase%2Fpyrazinamidase,,642.0,0,0,0,1,0,1
1850720,-,b1769,putative transporter,,1359.0,0,0,1,0,0,0
1850776,+,b1769,putative transporter,,1359.0,0,0,0,1,0,1
1850976,-,b1769,putative transporter,,1359.0,0,0,1,0,0,0
1851437,-,b1769,putative transporter,,1359.0,0,0,1,0,0,0
1852201,+,b1770,putative DNA-binding transcriptional regulator,,759.0,0,0,0,1,0,1
1852377,-,b1770,putative DNA-binding transcriptional regulator,,759.0,0,0,1,0,0,0
1852675,-,b1770,putative DNA-binding transcriptional regulator,,759.0,0,0,1,0,0,0
1852910,-,b1770,putative DNA-binding transcriptional regulator,32.0,759.0,1,0,0,0,0,0
1853404,-,b1771,alpha-Keto reductase%2C NADH-dependent%3B can use methylglyoxal as substrate,,981.0,0,0,1,0,0,0
1853833,-,b1771,alpha-Keto reductase%2C NADH-dependent%3B can use methylglyoxal as substrate,,981.0,0,0,1,0,0,0
1854018,+,b1771,alpha-Keto reductase%2C NADH-dependent%3B can use methylglyoxal as substrate,,981.0,0,0,0,1,0,1
1859665,+,b1777,hypothetical protein,,273.0,0,0,0,1,0,1
1859833,-,b1777,hypothetical protein,,273.0,0,0,1,0,0,0
1859990,+,b1777,hypothetical protein,,273.0,0,0,0,1,0,1
1860488,-,b1778,methionine sulfoxide reductase B,35.0,414.0,1,0,0,0,0,0
1860550,+,b1779,glyceraldehyde-3-phosphate dehydrogenase A,245.0,996.0,0,1,0,0,0,1
1860621,+,b1779,glyceraldehyde-3-phosphate dehydrogenase A,174.0,996.0,0,1,0,0,0,0
1860641,+,b1779,glyceraldehyde-3-phosphate dehydrogenase A,154.0,996.0,1,0,0,0,0,0
1860759,+,b1779,glyceraldehyde-3-phosphate dehydrogenase A,36.0,996.0,0,1,0,0,0,0
1861948,+,b1780,hypothetical protein,,885.0,0,0,1,0,0,0
1862363,-,b1780,hypothetical protein,,885.0,0,0,0,1,0,1
1862462,+,b1780,hypothetical protein,,885.0,0,0,1,0,0,0
1862636,+,b1780,hypothetical protein,,885.0,0,0,1,0,0,0
1862850,-,b1781,aldo-keto reductase%2C methylglyoxal to acetol%2C NADPH-dependent,,855.0,0,0,1,0,0,1
1862994,-,b1781,aldo-keto reductase%2C methylglyoxal to acetol%2C NADPH-dependent,,855.0,0,0,1,0,0,0
1863300,-,b1781,aldo-keto reductase%2C methylglyoxal to acetol%2C NADPH-dependent,,855.0,0,0,1,0,0,0
1863314,-,b1781,aldo-keto reductase%2C methylglyoxal to acetol%2C NADPH-dependent,,855.0,0,0,1,0,0,0
1863677,-,b1781,aldo-keto reductase%2C methylglyoxal to acetol%2C NADPH-dependent,17.0,855.0,1,0,0,0,0,0
1864256,-,b1782,scaffolding protein for murein synthesizing machinery,,747.0,0,0,1,0,0,0
1864361,-,b1782,scaffolding protein for murein synthesizing machinery,,747.0,0,0,1,0,0,0
1864530,-,b1782,scaffolding protein for murein synthesizing machinery,34.0,747.0,1,0,0,0,0,0
1864771,+,b1783,protein kinase%2C function unknown%3B autokinase,161.0,1935.0,1,0,0,0,0,0
1864921,+,b1783,protein kinase%2C function unknown%3B autokinase,11.0,1935.0,0,1,0,0,0,0
